Name,Site Name,Speciality 1,Speciality 2,Day Reg Planned Hrs,Day Reg Actual Hrs,Day Unreg Planned Hrs,Day Unreg Actual Hrs,Night Reg Planned Hrs,Night Reg Actual Hrs,Night Unreg Planned Hrs,Night Unreg Actual Hrs,Patient Count At Midnight,Missing Census Count,Division,Month,,,
N - Coast2,Medway NHS,-,,"1,211.25",889.5,0,0,0,0,0,0,0,0,Planned,01/05/2020,,,
N - Community Midwives - All Saints,Medway NHS,-,,"1,410.25","1,056.58",535.5,297.5,0,0,0,0,0,0,Planned,01/05/2020,,,
N - Community Midwives - Castle,Medway NHS,-,,"1,475.50","1,359.50",507,136,0,0,0,0,0,0,Planned,01/05/2020,,,
N - Community Midwives - Riverside,Medway NHS,-,,"1,474.50","1,205.83",646,171.75,0,0,0,0,0,0,Planned,01/05/2020,,,
N - Community Midwives - Swale,Medway NHS,-,,"1,454.00","1,218.00",503.5,51,0,0,0,0,0,0,Planned,01/05/2020,,,
N - Continuing Care Paediatrics,Medway NHS,-,,"2,390.00",378.5,136.5,338,263.5,407.5,263.5,"1,414.00",0,0,Planned,01/05/2020,,,
N - Critical Care,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/05/2020,,,
N - Delivery Suite,Medway NHS,-,,"2,918.75","2,916.67",971.75,897.33,"2,922.83","2,930.92",745.5,497.67,0,31,Planned,01/05/2020,,,
N - ENT Treatment Room,Medway NHS,-,,87,110,302.5,381.75,0,0,0,0,0,0,Planned,01/05/2020,,,
N - Fetal Midwives,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/05/2020,,,
N - Galton Day Unit,Medway NHS,-,,"1,520.00","1,307.75",807.5,662.42,0,0,0,0,0,0,Planned,01/05/2020,,,
N - General HDU,Medway NHS,-,,"2,534.50","1,662.25",376,214.5,"2,140.75","1,592.25",281.25,22.5,155,0,Planned,01/05/2020,,,
N - ICU,Medway NHS,-,,"6,102.23","3,963.48",286.75,42.5,"5,276.25","3,495.50",450,168.75,219,2,Planned,01/05/2020,,,
N - Kent Ward,Medway NHS,-,,"1,436.50","1,432.92",985.42,813.17,"1,100.50","1,088.67",933.08,672.75,0,0,Planned,01/05/2020,,,
N - Kingfisher Ward,Medway NHS,Gynaecology,,"1,008.50",896,815.5,487,806.5,629,426.5,353.5,132,37,Planned,01/05/2020,,,
N - Lawrence Ward,Medway NHS,-,,"1,119.00","1,109.25","1,136.50","1,171.25","1,048.25","1,011.00","1,035.00","1,001.25",358,1,Planned,01/05/2020,,,
N - Main Theatres,Medway NHS,-,,"8,048.00","6,505.75","3,276.50","1,685.00","2,147.27","2,181.77",713,598,0,0,Planned,01/05/2020,,,
N - Maternity Care Unit and Antenatal Clinic,Medway NHS,-,,721.5,721.67,693.17,669,0,0,248.5,0,0,0,Planned,01/05/2020,,,
N - Medical HDU,Medway NHS,-,,"2,497.50",0,405,0,"1,784.50",0,472.5,7.5,0,62,Planned,01/05/2020,,,
N - NICU Nursing,Medway NHS,-,,"3,899.00","3,848.00",312,145,"4,312.50","4,025.00",0,0,0,20,Planned,01/05/2020,,,
N - NIPE,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/05/2020,,,
N - Outpatients,Medway NHS,-,,"2,528.75","1,743.00","5,945.50","3,854.25",0,0,0,0,0,0,Planned,01/05/2020,,,
N - Paediatric Magpie Play,Medway NHS,-,,0,0,375,150,0,0,0,0,0,0,Planned,01/05/2020,,,
N - Paediatrics Unit,Medway NHS,-,,"2,818.50","1,944.50",716.5,817.5,"2,139.00","1,789.25",356.5,621,208,0,Planned,01/05/2020,,,
N - Pearl Ward,Medway NHS,-,,"1,100.50","1,096.75",983.92,733.67,"1,100.50","1,060.25",608,346.83,0,0,Planned,01/05/2020,,,
N - Pembroke Ward,Medway NHS,-,,"2,265.00","1,833.00","2,112.47","1,504.97","1,936.00","1,584.00","1,386.00","1,023.00",569,6,Planned,01/05/2020,,,
N - Phoenix Ward,Medway NHS,-,,"1,987.50","1,781.50","1,221.50","1,174.33","1,386.00","1,390.00","1,045.00","1,069.00",524,3,Planned,01/05/2020,,,
N - Recovery Theatre,Medway NHS,-,,"1,529.50",952,0,0,"1,038.50","1,361.50",0,0,0,0,Planned,01/05/2020,,,
N - SDCC,Medway NHS,-,,"2,780.00","1,363.00","1,500.00",760,0,379,0,186.5,239,0,Planned,01/05/2020,,,
N - Sunderland Theatre,Medway NHS,-,,"4,151.00","2,782.12",830,405,0,0,0,0,0,0,Planned,01/05/2020,,,
N - Team Connect,Medway NHS,-,,"1,037.00",371,0,0,0,0,0,0,0,0,Planned,01/05/2020,,,
N - The Birth Place,Medway NHS,-,,"1,100.25","1,090.00",592.42,393.5,"1,100.50","1,059.50",615.33,462.17,0,31,Planned,01/05/2020,,,
N - Victory Ward,Medway NHS,-,,"2,295.00",132,"1,389.00",61.5,"1,705.00",33,682,77,0,61,Planned,01/05/2020,,,
NICU Administration,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/05/2020,,,
Not in Use: PSC Team 4,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/05/2020,,,
Obstetric Theatre,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/05/2020,,,
Orthodontics Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/05/2020,,,
Orthopaedics Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/05/2020,,,
Orthotics,Medway NHS,-,,157.5,0,0,0,0,0,0,0,0,0,Planned,01/05/2020,,,
Paediatrics Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/05/2020,,,
Paediatrics Ward Clerks,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/05/2020,,,
Planned Care Senior Nurse & Bleep,Medway NHS,-,,157.5,0,0,0,0,0,0,0,0,0,Planned,01/05/2020,,,
Plaster Room,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/05/2020,,,
POCU,Medway NHS,-,,449.5,228,242,24,0,0,0,0,0,0,Planned,01/05/2020,,,
Pre Assessment,Medway NHS,-,,"1,313.00",514.75,729.5,335.25,0,0,0,0,0,0,Planned,01/05/2020,,,
PSC Outpatient Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/05/2020,,,
PSC Team 1,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/05/2020,,,
PSC Team 3,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/05/2020,,,
Resus Training Nurses,Medway NHS,-,,630,377,0,0,0,0,0,0,0,0,Planned,01/05/2020,,,
School Nursing,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/05/2020,,,
Special Needs Nurseries,Medway NHS,-,,562.5,232.5,952.5,195,0,0,0,0,0,0,Planned,01/05/2020,,,
Specialist Midwives,Medway NHS,-,,"1,532.08","1,272.58",0,0,0,0,0,0,0,0,Planned,01/05/2020,,,
Surgery MGMT Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/05/2020,,,
Theatre Receptionists,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/05/2020,,,
Theatres Support Staff,Medway NHS,-,,0,0,"2,389.50","1,210.50",0,0,232.5,232.5,0,0,Planned,01/05/2020,,,
Urology Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/05/2020,,,
Vascular Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/05/2020,,,
Womens & Childrens Administration Team,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/05/2020,,,
Acute Medicine Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
Biochemistry,Medway NHS,-,,0,0,0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
Breast Unit,Medway NHS,-,,0,0,157.5,37.5,0,0,0,0,0,-,Unplanned,01/05/2020,,,
Cardiac Nurse Specialists,Medway NHS,-,,"1,155.00",741.33,0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
Cardiology Admin Staff,Medway NHS,-,,0,0,0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
Cardiorespiratory Staff,Medway NHS,-,,"2,306.50","2,094.30",0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
CT Suite,Medway NHS,-,,"1,942.50","1,726.47",0,0,356.5,354,0,0,0,-,Unplanned,01/05/2020,,,
Dermatology,Medway NHS,-,,0,0,0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
Dermatology Admin Staff,Medway NHS,-,,0,0,0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
Diabetes Care Nurses,Medway NHS,-,,562.5,446,315,196,0,0,0,0,0,-,Unplanned,01/05/2020,,,
Dietetics,Medway NHS,-,,"1,531.00","1,538.00",0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
ED Admin Ops,Medway NHS,-,,0,0,0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
Elderly Care Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
Emergency Department (Admin Staff),Medway NHS,-,,0,0,0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
Endoscopy Admin Staff,Medway NHS,-,,0,0,0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
Frailty Nurses,Medway NHS,-,,742.5,593.5,0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
Gastro Admin Staff,Medway NHS,-,,0,0,0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
Gastro CNS,Medway NHS,-,,472.5,242.83,0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
General Imaging,Medway NHS,-,,"6,710.50","5,294.25",0,16,"1,118.00","1,050.00",0,0,0,-,Unplanned,01/05/2020,,,
Haematology,Medway NHS,-,,0,0,0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
Haematology Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
Hospital at Home,Medway NHS,-,,0,0,0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
Imaging Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
Imaging Mgmt and Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
Imaging PACS,Medway NHS,-,,0,0,0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
Imaging Ultrasound,Medway NHS,-,,"1,850.00",817.17,0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
M - Acute Physicians Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
M - CHED Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
M - ED Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
M - Gen Med Consultants,Medway NHS,-,,0,0,0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
M - Gen Med Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
M - Haematology Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
M - Imaging Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
M - Pathology Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
Medical Infusion Suite,Medway NHS,-,,834.5,457.5,395,137,0,0,0,0,0,-,Unplanned,01/05/2020,,,
Medicine Management & Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
Medicine Matrons and Senior Bleep,Medway NHS,-,,493.5,99.83,0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
Microbiology,Medway NHS,-,,0,0,0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
Mortuary,Medway NHS,-,,0,0,0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
MRI Team,Medway NHS,-,,"1,700.00","1,686.25",0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
N - ADL,Medway NHS,-,,"1,164.00",525,"1,155.00",777.33,0,0,0,0,0,-,Unplanned,01/05/2020,,,
N - Byron Ward,Medway NHS,-,,"1,503.50","1,575.75","1,260.00","1,266.50","1,035.00","1,203.75","1,057.50","1,431.00",654,-,Unplanned,01/05/2020,,,
N - Cardiac Catheter Suite,Medway NHS,-,,"1,111.50",959.5,0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
N - CCU,Medway NHS,-,,742.5,710,232.5,178,701.5,723,0,0,95,-,Unplanned,01/05/2020,,,
N - CDU,Medway NHS,-,,"1,069.50",0,713,0,"1,069.50",0,713,0,0,-,Unplanned,01/05/2020,,,
N - Clinical Site Team,Medway NHS,-,,713,609,183,11,701.5,698.5,0,161,0,-,Unplanned,01/05/2020,,,
N - Dickens Ward,Medway NHS,-,,"1,440.00",0,"1,080.00",0,792,0,528,0,0,61,Unplanned,01/05/2020,,,
N - Discharge Team,Medway NHS,-,,675,740.33,439.75,431.58,0,0,0,0,0,-,Unplanned,01/05/2020,,,
N - Emerald AAU,Medway NHS,-,,0,0,0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
N - Emerald Ward,Medway NHS,-,,"1,551.50","1,308.75","1,622.00","1,240.75","1,034.00","1,025.00","1,023.00","1,001.00",425,-,Unplanned,01/05/2020,,,
N - Emergency Department (ENP),Medway NHS,-,,"1,724.25",665.83,0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
N - Emergency Department (Nursing),Medway NHS,-,,"8,591.00","6,343.42","5,688.50","3,675.50","6,417.00","5,290.67","3,565.00","2,995.00",0,-,Unplanned,01/05/2020,,,
N - Emergency Department (Paediatrics),Medway NHS,-,,"1,582.00","1,357.20",356.5,452,885.5,989,356.5,345,0,-,Unplanned,01/05/2020,,,
N - Endoscopy,Medway NHS,-,,"3,379.50","2,720.33",598.5,281,0,0,0,0,0,-,Unplanned,01/05/2020,,,
N - Fit Tester Assessor Centre,Medway NHS,-,,180,0,0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
N - Harvey Ward,Medway NHS,-,,"1,441.50","1,513.32","1,525.50","1,752.48",956.25,"1,282.75",990,"1,541.75",632,-,Unplanned,01/05/2020,,,
N - Imaging Clinical Support,Medway NHS,-,,157.25,0,"2,561.75","1,930.00",0,0,341,341,0,-,Unplanned,01/05/2020,,,
N - Interventional Radiology Nursing,Medway NHS,-,,"1,278.00","1,039.50",0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
N - Jade Ward,Medway NHS,-,,"1,637.50","1,360.50","1,203.00","1,251.75","1,012.50","1,012.50","1,045.25","1,304.00",439,12,Unplanned,01/05/2020,,,
N - Keats Ward,Medway NHS,-,,"1,489.00","1,607.75","1,165.50","1,197.00","1,034.00","1,148.00","1,023.00","1,122.00",443,11,Unplanned,01/05/2020,,,
N - Lister Assessment Unit,Medway NHS,-,,"2,366.25","2,094.23","1,546.50","1,423.25","1,395.00","1,338.00","1,046.25","1,106.50",330,18,Unplanned,01/05/2020,,,
N - McCulloch Ward,Medway NHS,-,,"1,010.00","1,819.00","1,089.00","1,488.98","1,092.75","1,633.00",728.5,"1,138.83",304,4,Unplanned,01/05/2020,,,
N - Milton Ward,Medway NHS,-,,"1,550.00","1,386.17","1,602.00","1,449.50","1,046.25","1,063.25","1,046.25","1,284.50",727,-,Unplanned,01/05/2020,,,
N - Nelson Ward,Medway NHS,-,,"1,571.00","1,296.00","1,256.98",979.73,"1,023.00",883.5,682,692.75,374,4,Unplanned,01/05/2020,,,
N - Nuclear Medicine Nursing,Medway NHS,-,,427.5,304.5,0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
N - Sapphire Ward,Medway NHS,-,,"1,522.50","1,425.83","1,517.00","1,441.75","1,375.00","1,298.25","1,016.00","1,027.50",366,16,Unplanned,01/05/2020,,,
N - SDEC,Medway NHS,-,,"2,019.00","1,388.33","1,000.00",508,0,0,0,0,0,-,Unplanned,01/05/2020,,,
N - SMART,Medway NHS,-,,"2,833.00","1,695.50",304,74.5,0,0,0,0,0,-,Unplanned,01/05/2020,,,
N - Tennyson Ward,Medway NHS,-,,"1,533.98","1,422.45","1,143.00","1,395.58","1,023.00","1,025.00","1,023.00","1,448.00",656,-,Unplanned,01/05/2020,,,
N - Will Adams Ward,Medway NHS,-,,"1,485.00","1,529.50","1,096.50","1,596.50","1,023.00","1,156.50","1,034.00","1,573.00",690,1,Unplanned,01/05/2020,,,
Neurology Admin Staff,Medway NHS,-,,0,0,0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
Neurology CNS,Medway NHS,-,,630,388.33,0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
Nuclear Medicine Sci and Tech,Medway NHS,-,,"2,302.50","1,745.50",0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
Osteoporosis Unit,Medway NHS,-,,552,202,0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
Pathology MGMT,Medway NHS,-,,0,0,0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
Pathology Reception,Medway NHS,-,,0,0,0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
Patient Affairs Team,Medway NHS,-,,0,0,0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
Pharmacy,Medway NHS,-,,"11,223.67","11,023.75",0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
Phlebotomy,Medway NHS,-,,0,0,0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
Rapid Testing Team,Medway NHS,-,,0,0,0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
Respiratory & Sleep Dept,Medway NHS,-,,"1,260.00","1,055.85",0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
Respiratory Admin Staff,Medway NHS,-,,0,0,0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
Respiratory Team,Medway NHS,-,,988.3,930.55,0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
Rheumatology Admin Staff,Medway NHS,-,,0,0,0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
Rheumatology CNS,Medway NHS,-,,472.5,376.5,0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
Senior Manager On Call,Medway NHS,-,,0,0,0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
Standards and Practice,Medway NHS,-,,0,0,0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
Stroke Nurses,Medway NHS,-,,"1,031.00",708.5,0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
The Typing Pool,Medway NHS,-,,0,0,0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
Therapies,Medway NHS,-,,"11,404.25","10,226.32",0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
Trust Ward Clerks,Medway NHS,-,,0,0,0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
VTE Specialist Nurses,Medway NHS,-,,0,0,0,0,0,0,0,0,0,-,Unplanned,01/05/2020,,,
ACCP,Medway NHS,-,,"1,260.00",0,0,0,345,0,0,0,0,0,Planned,01/06/2020,,,
Anaesthetics & Pain Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/06/2020,,,
Audiology Dept,Medway NHS,-,,"1,843.00",813.25,845.5,475,0,0,0,0,0,0,Planned,01/06/2020,,,
Cancer Services Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/06/2020,,,
Cancer Services CNS,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/06/2020,,,
Children's Community Learning Disabilities Team,Medway NHS,-,,"2,040.00",76,165,143,0,0,0,0,0,0,Planned,01/06/2020,,,
Co-ordinated Care Specialist Nurses,Medway NHS,-,,"2,822.00","1,944.80",0,0,0,0,0,0,0,0,Planned,01/06/2020,,,
Colposcopy,Medway NHS,-,,814,653.5,491.5,439.5,0,0,0,0,0,0,Planned,01/06/2020,,,
Community Paediatric Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/06/2020,,,
ENT Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/06/2020,,,
Galton Day Unit Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/06/2020,,,
General Surgery Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/06/2020,,,
Gynaecology Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/06/2020,,,
Looked After Children,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/06/2020,,,
M - Anaesthetics Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/06/2020,,,
M - Breast Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/06/2020,,,
M - Colorectal Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/06/2020,,,
M - Critical Care Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/06/2020,,,
M - ENT Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/06/2020,,,
M - General Surgery On Call Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/06/2020,,,
M - NICU Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/06/2020,,,
M - Obs & Gynae Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/06/2020,,,
M - Orthodontics Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/06/2020,,,
M - Paediatric Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/06/2020,,,
M - T&O Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/06/2020,,,
M - Urology Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/06/2020,,,
M - Vascular Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/06/2020,,,
MacMillan Social Work,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/06/2020,,,
Maternity Administration,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/06/2020,,,
Maternity Managers On Call,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/06/2020,,,
Maternity Managers Weekends & Lates,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/06/2020,,,
Maxillofacial,Medway NHS,-,,711,405.5,"1,674.00","1,102.50",0,0,0,0,0,0,Planned,01/06/2020,,,
Medical Records,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/06/2020,,,
N - Acute Response Team (CCO),Medway NHS,-,,704.5,690,0,0,915,784,0,0,0,0,Planned,01/06/2020,,,
N - Arethusa SAU,Medway NHS,-,,"1,878.00","1,831.50","1,225.50","1,134.50","1,650.00","1,649.00",766.52,682,404,3,Planned,01/06/2020,,,
N - Bronte,Medway NHS,-,,"1,350.00",0,900,0,990,0,660,0,30,54,Planned,01/06/2020,,,
N - Childrens Diabetes,Medway NHS,-,,"1,219.25",862.5,0,0,0,0,0,0,0,0,Planned,01/06/2020,,,
N - Coast2,Medway NHS,-,,"1,300.00",972.5,0,0,0,0,0,0,0,0,Planned,01/06/2020,,,
N - Community Midwives - All Saints,Medway NHS,-,,"1,385.50","1,151.00",688.5,450.5,0,0,0,0,0,0,Planned,01/06/2020,,,
N - Community Midwives - Castle,Medway NHS,-,,"1,360.00","1,278.50",675,371,0,0,0,0,0,0,Planned,01/06/2020,,,
N - Community Midwives - Riverside,Medway NHS,-,,"1,430.45","1,253.53",824.5,361,0,0,0,0,0,0,Planned,01/06/2020,,,
N - Community Midwives - Swale,Medway NHS,-,,"1,487.50","1,377.50",675.75,205,0,0,0,0,0,0,Planned,01/06/2020,,,
N - Continuing Care Paediatrics,Medway NHS,-,,"2,521.00",319.5,143,417.5,255,432,255,"1,581.00",0,0,Planned,01/06/2020,,,
N - Critical Care,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/06/2020,,,
N - Delivery Suite,Medway NHS,-,,"2,842.50","2,808.00",947.92,912.25,"3,088.50","3,081.00",934.83,723.08,0,30,Planned,01/06/2020,,,
N - ENT Treatment Room,Medway NHS,-,,119,131.5,306,379.25,0,0,0,0,0,0,Planned,01/06/2020,,,
N - Fetal Midwives,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/06/2020,,,
N - Galton Day Unit,Medway NHS,-,,"1,719.50","1,393.75",883.5,663.08,0,0,0,0,0,0,Planned,01/06/2020,,,
N - General HDU,Medway NHS,-,,"2,235.75","1,994.25",315,139.75,"2,084.50","2,101.50",236.25,0,183,2,Planned,01/06/2020,,,
N - ICU,Medway NHS,-,,"5,537.00","3,272.42",315,0,"4,792.50","3,047.00",472.5,0,205,0,Planned,01/06/2020,,,
N - Kent Ward,Medway NHS,-,,"1,386.33","1,359.42","1,067.50",788.75,"1,065.00","1,058.17","1,065.00",865.17,0,0,Planned,01/06/2020,,,
N - Kingfisher Ward,Medway NHS,Gynaecology,,"1,757.00","1,564.25","1,678.50",876.5,"1,242.50","1,070.00","1,161.50",873,296,6,Planned,01/06/2020,,,
N - Lawrence Ward,Medway NHS,-,,"1,084.50","1,055.00","1,095.50","1,297.48","1,001.25","1,005.00","1,012.50","1,091.00",380,1,Planned,01/06/2020,,,
N - Main Theatres,Medway NHS,-,,"8,067.50","7,169.50","3,342.00","1,611.50","2,392.00","2,431.50",690,655.5,0,0,Planned,01/06/2020,,,
N - Maternity Care Unit and Antenatal Clinic,Medway NHS,-,,703.17,709.83,778.33,761,0,0,355,0,0,0,Planned,01/06/2020,,,
N - Medical HDU,Medway NHS,-,,"2,413.75",58.25,315,0,"1,841.00",0,472.5,0,0,60,Planned,01/06/2020,,,
N - NICU Nursing,Medway NHS,-,,"4,160.50","3,801.30",0,0,"4,197.50","3,875.75",0,0,134,2,Planned,01/06/2020,,,
N - NIPE,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/06/2020,,,
N - Outpatients,Medway NHS,-,,"3,033.50","2,104.50","7,132.25","4,966.75",0,0,0,0,0,0,Planned,01/06/2020,,,
N - Paediatric Magpie Play,Medway NHS,-,,0,0,397.5,219.5,0,0,0,0,0,0,Planned,01/06/2020,,,
N - Paediatrics Unit,Medway NHS,-,,"2,818.50","2,188.50",700.5,924.5,"2,070.00","2,224.25",345,540.5,261,0,Planned,01/06/2020,,,
N - Pearl Ward,Medway NHS,-,,"1,065.00","1,030.83","1,061.08",775.42,"1,065.00","1,065.75",710,331.58,0,0,Planned,01/06/2020,,,
N - Pembroke Ward,Medway NHS,-,,"2,694.00","2,120.00","3,019.00","1,678.50","2,343.00","1,729.00","2,156.00","1,430.25",614,3,Planned,01/06/2020,,,
N - Phoenix Ward,Medway NHS,-,,"1,852.50","1,962.50","1,145.00","1,253.75","1,341.00","1,442.00",990,"1,122.00",727,0,Planned,01/06/2020,,,
N - Recovery Theatre,Medway NHS,-,,"1,672.50","1,202.50",0,0,"1,005.00","1,236.00",0,0,0,0,Planned,01/06/2020,,,
N - SDCC,Medway NHS,-,,"4,016.00","1,950.50","2,080.50",856,495,"1,233.50",165,221.25,132,5,Planned,01/06/2020,,,
N - Sunderland Theatre,Medway NHS,-,,"4,250.50","3,286.75",846,604,0,0,0,0,0,0,Planned,01/06/2020,,,
